loc_rowid,pl_pnum,hip_name
4070,1,
4071,1,
4072,1,
4073,1,
4074,2,
4075,2,
4076,1,
4077,1,
4078,1,
4079,1,
4080,1,
4081,1,
4082,1,
4083,1,
4084,1,
4085,1,
4086,1,
4087,1,
4088,1,
4089,1,
4090,1,
4091,1,
4092,1,
4093,1,
4094,1,
4095,1,
4096,1,
4097,1,
4098,1,
4099,1,
4100,3,HIP 80824
4101,3,HIP 80824
4102,3,HIP 80824
4103,1,HIP 67285
4104,1,
4105,1,
4106,2,
4107,2,
4108,1,
4109,1,
4110,1,
4111,1,
4112,1,
4113,3,HIP 5643
4114,3,HIP 5643
4115,3,HIP 5643
4116,1,HIP 9884
4117,1,HIP 21421
4118,1,HIP 40526
4119,2,HIP 27321
4120,2,HIP 27321
4121,1,HIP 72607
4122,1,HIP 78159
4123,1,HIP 16537
4124,1,HIP 108870
4125,1,HIP 20889
4126,1,HIP 50583 A
4127,1,HIP 116727
4128,2,HIP 76333
4129,2,HIP 76333
4130,1,HIP 75458
4131,1,HIP 116805
4132,1,HIP 77655
4133,1,HIP 48455
4134,2,HIP 88048
4135,2,HIP 88048
4136,1,HIP 77578
4137,1,HIP 75049
4138,1,HIP 41704
4139,2,HIP 26394
4140,1,HIP 86620
4141,2,HIP 78459
4142,2,HIP 78459
4143,1,HIP 67275
4144,4,HIP 8102
4145,4,HIP 8102
4146,4,HIP 8102
4147,4,HIP 8102
4148,1,HIP 34693
4149,3,HIP 7513
4150,3,HIP 7513
4151,3,HIP 7513
4152,1,HIP 97938
